m_base,omega_base,amp_combined_max,ratio_h1,amp_h1_max,ratio_h2,amp_h2_max,ratio_h3,amp_h3_max,dominant_harmonic,dominant_ratio,dominant_amp_max
0.7599999999999997,0.9550441666912967,0.35359961797340106,0.7599999999999997,0.38761539120043137,1.5199999999999994,0.04931062727317002,2.279999999999999,0.00955469205824748,1,0.7599999999999997,0.38761539120043137
0.7699999999999997,0.9676105373056559,0.39776982304920516,0.7699999999999997,0.3977517311228726,1.5399999999999994,0.046373664335108755,2.309999999999999,0.009310378029329488,1,0.7699999999999997,0.3977517311228726
0.7799999999999997,0.9801769079200151,0.40047154988768846,0.7799999999999997,0.41110542026547736,1.5599999999999994,0.04426282157861286,2.3399999999999994,0.009136016225577704,1,0.7799999999999997,0.41110542026547736
0.7899999999999997,0.9927432785343743,0.4277910112837695,0.7899999999999997,0.42771592428418975,1.5799999999999994,0.04190687436801353,2.369999999999999,0.008855709605755609,1,0.7899999999999997,0.42771592428418975
0.7999999999999996,1.0053096491487332,0.42210652332896614,0.7999999999999995,0.44643535278256247,1.599999999999999,0.040595473560308785,2.3999999999999986,0.008512251399977312,1,0.7999999999999995,0.44643535278256247
0.8099999999999996,1.0178760197630925,0.4615073042576333,0.8099999999999996,0.4639907963722523,1.6199999999999992,0.03998855322900884,2.429999999999999,0.008632365757862071,1,0.8099999999999996,0.4639907963722523
0.8199999999999996,1.0304423903774516,0.4799424385756967,0.8199999999999995,0.47916175235726743,1.639999999999999,0.03771873552660193,2.4599999999999986,0.00829720601345694,1,0.8199999999999995,0.47916175235726743
0.8299999999999996,1.0430087609918108,0.49298784669363005,0.8299999999999996,0.5028107791375566,1.6599999999999993,0.035879505472593345,2.489999999999999,0.00799802199255251,1,0.8299999999999996,0.5028107791375566
0.8399999999999996,1.0555751316061701,0.5263639709980721,0.8399999999999997,0.5265954088494653,1.6799999999999995,0.0353557709528445,2.519999999999999,0.008065154782005672,1,0.8399999999999997,0.5265954088494653
0.8499999999999996,1.0681415022205292,0.5958620733715491,0.8499999999999996,0.5982024056324388,1.6999999999999993,0.03292566968431748,2.549999999999999,0.007762660618138599,1,0.8499999999999996,0.5982024056324388
0.8599999999999997,1.0807078728348884,0.6207654675116863,0.8599999999999997,0.6324363083472964,1.7199999999999993,0.03293845199275618,2.579999999999999,0.007496870325393325,1,0.8599999999999997,0.6324363083472964
0.8699999999999997,1.0932742434492475,0.6555880749732799,0.8699999999999996,0.6704104378734491,1.739999999999999,0.03162242041938504,2.609999999999999,0.007426481947096221,1,0.8699999999999996,0.6704104378734491
0.8799999999999997,1.1058406140636068,0.7026439839599011,0.8799999999999997,0.7131249645547751,1.7599999999999993,0.030190197380289826,2.6399999999999992,0.007260921191567181,1,0.8799999999999997,0.7131249645547751
0.8899999999999996,1.1184069846779658,0.7507093648440047,0.8899999999999996,0.7639099155875015,1.7799999999999991,0.02939762705004338,2.6699999999999986,0.006989839965282404,1,0.8899999999999996,0.7639099155875015
0.8999999999999996,1.130973355292325,0.8198715993374035,0.8999999999999995,0.820666836603177,1.799999999999999,0.02833980521908097,2.6999999999999984,0.006759323968434474,1,0.8999999999999995,0.820666836603177
0.9099999999999996,1.1435397259066842,0.8812938251906468,0.9099999999999996,0.8907707062929727,1.8199999999999992,0.027402084502599386,2.7299999999999986,0.006795668566675926,1,0.9099999999999996,0.8907707062929727
0.9199999999999996,1.1561060965210435,0.966710550255718,0.9199999999999997,0.9738610272877244,1.8399999999999994,0.02684101503562509,2.759999999999999,0.006494527615981581,1,0.9199999999999997,0.9738610272877244
0.9299999999999996,1.1686724671354025,1.074832727754602,0.9299999999999996,1.0746826792277882,1.8599999999999992,0.026156830981727986,2.789999999999999,0.006219425021698947,1,0.9299999999999996,1.0746826792277882
0.9399999999999996,1.1812388377497618,1.3447957249799365,0.9399999999999996,1.344309761732166,1.8799999999999992,0.024962470806576362,2.8199999999999994,0.006426164291421982,1,0.9399999999999996,1.344309761732166
0.9499999999999996,1.1938052083641209,1.6958888381626225,0.9499999999999996,1.6989309842173514,1.8999999999999992,0.02476124249616617,2.8499999999999988,0.006081806796524066,1,0.9499999999999996,1.6989309842173514
0.9599999999999995,1.20637157897848,2.046549165316749,0.9599999999999995,2.053188100253691,1.919999999999999,0.023572204023601842,2.879999999999998,0.0056656733281896555,1,0.9599999999999995,2.053188100253691
0.9699999999999995,1.2189379495928392,2.576706964063954,0.9699999999999995,2.581570569419193,1.939999999999999,0.023209937346653713,2.9099999999999984,0.006063572994163886,1,0.9699999999999995,2.581570569419193
0.9799999999999995,1.2315043202071982,3.4845877680069646,0.9799999999999994,3.4883482459946076,1.9599999999999989,0.022572814767479694,2.9399999999999986,0.005608989159535448,1,0.9799999999999994,3.4883482459946076
0.9899999999999995,1.2440706908215575,5.375588091098941,0.9899999999999995,5.379240265350298,1.979999999999999,0.020503551788909086,2.969999999999999,0.004816692790487852,1,0.9899999999999995,5.379240265350298
0.9999999999999996,1.2566370614359166,6.863862273936448,0.9999999999999994,6.875727725757487,1.999999999999999,0.021656229396012177,2.9999999999999987,0.005657023717158668,1,0.9999999999999994,6.875727725757487
